YEAR,MONTH,DATE,TIME_INTERVAL,STREET,LATITUDE,LONGITUDE,ACCLASS,INVTYPE,INVAGE,INJURY
2011,12,2011-12-10 05:00:00+00:00,15-16,O CONNOR DR and PAPE AVE,43.693245,-79.35029,Non-Fatal Injury,Pedestrian,30 to 34,Minimal
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,35 to 39,Minor
2011,10,2011-10-20 04:00:00+00:00,05-06,CHURCH ST and DUNDAS ST E,43.656445,-79.37709,Non-Fatal Injury,Pedestrian,40 to 44,Major
2011,7,2011-07-12 04:00:00+00:00,07-08,SYMINGTON AVE and DUPONT ST,43.665745,-79.45119,Non-Fatal Injury,Driver,45 to 49,Major
2011,9,2011-09-22 04:00:00+00:00,09-10,KINGSTON RD and BLANTYRE AVE,43.681645,-79.28079,Non-Fatal Injury,Pedestrian,15 to 19,Major
2012,1,2012-01-17 05:00:00+00:00,13-14,LAWRENCE Aven E and SUSAN Stre,43.763145,-79.20959,Non-Fatal Injury,Driver,35 to 39,Major
2011,8,2011-08-05 04:00:00+00:00,09-10,GREENWOOD AVE and PLAINS RD,43.693845,-79.33849,Fatal,Driver,80 to 84,
2011,11,2011-11-11 05:00:00+00:00,13-14,MARKHAM Road and TUXEDO Cour,43.779445,-79.23299,Non-Fatal Injury,Truck Driver,45 to 49,
2011,8,2011-08-05 04:00:00+00:00,09-10,GREENWOOD AVE and PLAINS RD,43.693845,-79.33849,Fatal,Cyclist,80 to 84,Fatal
2012,2,2012-02-15 05:00:00+00:00,15-16,KEELE ST and WILSON AVE,43.726045,-79.48189,Non-Fatal Injury,Pedestrian,65 to 69,Major
2011,12,2011-12-10 05:00:00+00:00,15-16,O CONNOR DR and PAPE AVE,43.693245,-79.35029,Non-Fatal Injury,Pedestrian,25 to 29,Major
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,25 to 29,Minor
2011,10,2011-10-20 04:00:00+00:00,11-12,YONGE ST and ELM ST,43.657945,-79.38159,Non-Fatal Injury,Vehicle Owner,unknown,
2011,7,2011-07-12 04:00:00+00:00,07-08,SYMINGTON AVE and DUPONT ST,43.665745,-79.45119,Non-Fatal Injury,Vehicle Owner,unknown,
2011,12,2011-12-10 05:00:00+00:00,16-17,SPADINA AVE and NASSAU ST,43.655845,-79.39919,Non-Fatal Injury,Vehicle Owner,unknown,
2012,1,2012-01-18 05:00:00+00:00,10-11,ERINDALE Aven and BROADVIEW Aven,43.677545,-79.35869,Non-Fatal Injury,Driver,85 to 89,Minor
2011,7,2011-07-12 04:00:00+00:00,07-08,SYMINGTON AVE and DUPONT ST,43.665745,-79.45119,Non-Fatal Injury,Driver,55 to 59,Minimal
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,5 to 9,
2011,12,2011-12-10 05:00:00+00:00,16-17,SPADINA AVE and NASSAU ST,43.655845,-79.39919,Non-Fatal Injury,Driver,20 to 24,
2011,9,2011-09-22 04:00:00+00:00,16-17,O CONNOR Driv and DOHME Aven,43.710545,-79.30899,Non-Fatal Injury,Driver,35 to 39,
2011,10,2011-10-20 04:00:00+00:00,11-12,YONGE ST and ELM ST,43.657945,-79.38159,Non-Fatal Injury,Driver,40 to 44,
2012,2,2012-02-16 05:00:00+00:00,14-15,COXWELL AVE and QUEEN ST E,43.666345,-79.31659,Non-Fatal Injury,Passenger,70 to 74,Major
2011,11,2011-11-11 05:00:00+00:00,13-14,MARKHAM Road and TUXEDO Cour,43.779445,-79.23299,Non-Fatal Injury,Other,unknown,
2012,1,2012-01-18 05:00:00+00:00,10-11,ERINDALE Aven and BROADVIEW Aven,43.677545,-79.35869,Non-Fatal Injury,Pedestrian,50 to 54,Major
2011,8,2011-08-05 04:00:00+00:00,15-16,DEWSON ST and OSSINGTON AVE,43.656945,-79.42369,Non-Fatal Injury,Moped Driver,40 to 44,Major
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,15 to 19,Minor
2011,7,2011-07-14 04:00:00+00:00,16-17,AVENUE Road and EDMUND Aven,43.682545,-79.39979,Non-Fatal Injury,Driver,50 to 54,
2011,12,2011-12-10 05:00:00+00:00,16-17,SPADINA AVE and NASSAU ST,43.655845,-79.39919,Non-Fatal Injury,Pedestrian,15 to 19,Major
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,35 to 39,Minor
2011,9,2011-09-22 04:00:00+00:00,16-17,O CONNOR Driv and DOHME Aven,43.710545,-79.30899,Non-Fatal Injury,Pedestrian,20 to 24,Major
2011,10,2011-10-20 04:00:00+00:00,11-12,YONGE ST and ELM ST,43.657945,-79.38159,Non-Fatal Injury,Pedestrian,45 to 49,Major
2012,2,2012-02-16 05:00:00+00:00,14-15,COXWELL AVE and QUEEN ST E,43.666345,-79.31659,Non-Fatal Injury,Vehicle Owner,unknown,
2011,11,2011-11-11 05:00:00+00:00,13-14,MARKHAM Road and TUXEDO Cour,43.779445,-79.23299,Non-Fatal Injury,Driver,25 to 29,Major
2012,1,2012-01-20 05:00:00+00:00,22-23,SENECA HILL DR and DON MILLS RD,43.790045,-79.35519,Fatal,Driver,85 to 89,Fatal
2011,8,2011-08-05 04:00:00+00:00,15-16,DEWSON ST and OSSINGTON AVE,43.656945,-79.42369,Non-Fatal Injury,Vehicle Owner,unknown,
2011,7,2011-07-14 04:00:00+00:00,16-17,AVENUE Road and EDMUND Aven,43.682545,-79.39979,Non-Fatal Injury,Cyclist,25 to 29,Major
2011,12,2011-12-10 05:00:00+00:00,17-18,FRONT St E and SCOTT St,43.647445,-79.37579,Non-Fatal Injury,Motorcycle Driver,35 to 39,Major
2012,2,2012-02-16 05:00:00+00:00,14-15,COXWELL AVE and QUEEN ST E,43.666345,-79.31659,Non-Fatal Injury,Driver,35 to 39,
2011,11,2011-11-11 05:00:00+00:00,13-14,MARKHAM Road and TUXEDO Cour,43.779445,-79.23299,Non-Fatal Injury,Vehicle Owner,unknown,
2011,9,2011-09-22 04:00:00+00:00,19-20,MOUNT PLEASANT Road and KEEWATIN Aven,43.713745,-79.39219,Non-Fatal Injury,Vehicle Owner,unknown,
2011,10,2011-10-21 04:00:00+00:00,06-07,SPADINA AVE W and KING ST W,43.645445,-79.39499,Fatal,Vehicle Owner,unknown,
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,20 to 24,
2011,8,2011-08-05 04:00:00+00:00,15-16,DEWSON ST and OSSINGTON AVE,43.656945,-79.42369,Non-Fatal Injury,Driver,45 to 49,
2012,1,2012-01-22 05:00:00+00:00,02-03,EGLINTON AVE W and OLD PARK RD,43.699845,-79.43099,Non-Fatal Injury,Vehicle Owner,unknown,
2011,7,2011-07-15 04:00:00+00:00,16-17,DON MILLS RD and WYNFORD DR,43.723445,-79.33969,Non-Fatal Injury,Driver,55 to 59,
2011,11,2011-11-11 05:00:00+00:00,13-14,MARKHAM Road and TUXEDO Cour,43.779445,-79.23299,Non-Fatal Injury,Driver,20 to 24,
2011,9,2011-09-22 04:00:00+00:00,19-20,MOUNT PLEASANT Road and KEEWATIN Aven,43.713745,-79.39219,Non-Fatal Injury,Driver,55 to 59,Major
2011,8,2011-08-30 04:00:00+00:00,14-15,LAWRENCE AVE E and E OF DVP ON RAMP Aven,43.740245,-79.32799,Fatal,Passenger,40 to 44,Minor
2011,12,2011-12-10 05:00:00+00:00,22-23,BROADVIEW AVE and GERRARD ST E,43.665444,-79.35259,Non-Fatal Injury,Driver,45 to 49,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Other,unknown,
2011,10,2011-10-21 04:00:00+00:00,06-07,SPADINA AVE W and KING ST W,43.645445,-79.39499,Fatal,Passenger,30 to 34,
2012,1,2012-01-22 05:00:00+00:00,02-03,EGLINTON AVE W and OLD PARK RD,43.699845,-79.43099,Non-Fatal Injury,Driver,50 to 54,
2011,8,2011-08-06 04:00:00+00:00,13-14,60 LACEY AVE and CAMERON Aven,43.689845,-79.46859,Non-Fatal Injury,Driver,unknown,
2011,10,2011-10-21 04:00:00+00:00,06-07,SPADINA AVE W and KING ST W,43.645445,-79.39499,Fatal,Truck Driver,35 to 39,
2012,1,2012-01-22 05:00:00+00:00,02-03,EGLINTON AVE W and OLD PARK RD,43.699845,-79.43099,Non-Fatal Injury,Pedestrian,65 to 69,Major
2011,7,2011-07-15 04:00:00+00:00,16-17,DON MILLS RD and WYNFORD DR,43.723445,-79.33969,Non-Fatal Injury,Cyclist,30 to 34,Major
2011,11,2011-11-11 05:00:00+00:00,21-22,BERGAMOT AVE and ISLINGTON AVE,43.716945,-79.55599,Non-Fatal Injury,Vehicle Owner,unknown,
2011,9,2011-09-22 04:00:00+00:00,19-20,MOUNT PLEASANT Road and KEEWATIN Aven,43.713745,-79.39219,Non-Fatal Injury,Driver,50 to 54,
2011,12,2011-12-10 05:00:00+00:00,22-23,BROADVIEW AVE and GERRARD ST E,43.665444,-79.35259,Non-Fatal Injury,Pedestrian,20 to 24,Major
2011,12,2011-12-15 05:00:00+00:00,07-08,STEELES AVE E and MARKHAM RD,43.836589,-79.251178,Non-Fatal Injury,Driver,unknown,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Other,unknown,
2012,1,2012-01-24 05:00:00+00:00,13-14,BATHURST ST and WELLS ST,43.670045,-79.41319,Non-Fatal Injury,Truck Driver,30 to 34,
2011,8,2011-08-30 04:00:00+00:00,19-20,LANSDOWNE Aven and RIDEAU Aven,43.645445,-79.43849,Non-Fatal Injury,Vehicle Owner,unknown,
2011,10,2011-10-21 04:00:00+00:00,06-07,SPADINA AVE W and KING ST W,43.645445,-79.39499,Fatal,Pedestrian,25 to 29,Fatal
2011,8,2011-08-06 04:00:00+00:00,13-14,60 LACEY AVE and CAMERON Aven,43.689845,-79.46859,Non-Fatal Injury,Cyclist,10 to 14,Major
2011,9,2011-09-23 04:00:00+00:00,02-03,DIXON Rd and CARLINGVIEW Dr,43.686645,-79.59699,Non-Fatal Injury,Driver,50 to 54,Major
2011,7,2011-07-15 04:00:00+00:00,16-17,DANFORTH Ave and LANGFORD Ave,43.679745,-79.34059,Non-Fatal Injury,Driver,45 to 49,
2011,12,2011-12-15 05:00:00+00:00,07-08,STEELES AVE E and MARKHAM RD,43.836589,-79.251178,Non-Fatal Injury,Pedestrian,45 to 49,Major
2011,11,2011-11-11 05:00:00+00:00,21-22,BERGAMOT AVE and ISLINGTON AVE,43.716945,-79.55599,Non-Fatal Injury,Driver,50 to 54,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Passenger,55 to 59,
2011,11,2011-11-11 05:00:00+00:00,21-22,BERGAMOT AVE and ISLINGTON AVE,43.716945,-79.55599,Non-Fatal Injury,Pedestrian,60 to 64,Major
2011,8,2011-08-30 04:00:00+00:00,19-20,LANSDOWNE Aven and RIDEAU Aven,43.645445,-79.43849,Non-Fatal Injury,Driver,20 to 24,
2012,1,2012-01-24 05:00:00+00:00,13-14,BATHURST ST and WELLS ST,43.670045,-79.41319,Non-Fatal Injury,Cyclist,30 to 34,Major
2011,10,2011-10-24 04:00:00+00:00,15-16,QUEEN ST E and HASTINGS AVE,43.663545,-79.32899,Non-Fatal Injury,Driver,unknown,
2011,8,2011-08-07 04:00:00+00:00,01-02,BLACK CREEK DR and PHOTOGRAPHY DR W,43.687845,-79.48269,Non-Fatal Injury,Vehicle Owner,unknown,
2011,7,2011-07-15 04:00:00+00:00,16-17,DANFORTH Ave and LANGFORD Ave,43.679745,-79.34059,Non-Fatal Injury,Cyclist,50 to 54,Major
2011,12,2011-12-15 05:00:00+00:00,09-10,ADELAIDE St W and BAY St,43.649845,-79.38079,Non-Fatal Injury,Vehicle Owner,unknown,
2011,8,2011-08-30 04:00:00+00:00,19-20,LANSDOWNE Aven and RIDEAU Aven,43.645445,-79.43849,Non-Fatal Injury,Cyclist,35 to 39,Major
2011,9,2011-09-23 04:00:00+00:00,02-03,DIXON Rd and CARLINGVIEW Dr,43.686645,-79.59699,Non-Fatal Injury,Other Property Owner,unknown,
2011,8,2011-08-07 04:00:00+00:00,01-02,BLACK CREEK DR and PHOTOGRAPHY DR W,43.687845,-79.48269,Non-Fatal Injury,Driver,35 to 39,Major
2011,10,2011-10-24 04:00:00+00:00,15-16,QUEEN ST E and HASTINGS AVE,43.663545,-79.32899,Non-Fatal Injury,Pedestrian,55 to 59,Major
2011,7,2011-07-15 04:00:00+00:00,23-00,QUEEN Stre W and DUFFERIN,43.642045,-79.42919,Non-Fatal Injury,Pedestrian,20 to 24,Major
2012,1,2012-01-26 05:00:00+00:00,09-10,DIXON RD and ISLINGTON AVE,43.697045,-79.54669,Fatal,Vehicle Owner,unknown,
2011,12,2011-12-15 05:00:00+00:00,09-10,ADELAIDE St W and BAY St,43.649845,-79.38079,Non-Fatal Injury,Driver,40 to 44,
2011,8,2011-08-31 04:00:00+00:00,09-10,DUNDAS ST W and KEELE ST,43.665345,-79.46459,Non-Fatal Injury,Truck Driver,60 to 64,
2011,11,2011-11-12 05:00:00+00:00,13-14,WESTON Road and CORDELLA Aven,43.683545,-79.48129,Non-Fatal Injury,Vehicle Owner,unknown,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Vehicle Owner,unknown,
2011,9,2011-09-23 04:00:00+00:00,02-03,DIXON Rd and CARLINGVIEW Dr,43.686645,-79.59699,Non-Fatal Injury,Other Property Owner,unknown,
2011,10,2011-10-24 04:00:00+00:00,18-19,EDITH DR and ORCHARD VIEW BLVD,43.707245,-79.40329,Non-Fatal Injury,Vehicle Owner,unknown,
2011,7,2011-07-15 04:00:00+00:00,23-00,QUEEN Stre W and DUFFERIN,43.642045,-79.42919,Non-Fatal Injury,Driver,15 to 19,
2012,1,2012-01-26 05:00:00+00:00,09-10,DIXON RD and ISLINGTON AVE,43.697045,-79.54669,Fatal,Driver,60 to 64,
2011,12,2011-12-15 05:00:00+00:00,09-10,ADELAIDE St W and BAY St,43.649845,-79.38079,Non-Fatal Injury,Cyclist,40 to 44,Major
2011,8,2011-08-31 04:00:00+00:00,09-10,DUNDAS ST W and KEELE ST,43.665345,-79.46459,Non-Fatal Injury,Vehicle Owner,unknown,
2011,11,2011-11-12 05:00:00+00:00,13-14,WESTON Road and CORDELLA Aven,43.683545,-79.48129,Non-Fatal Injury,Driver,75 to 79,Major
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Driver,55 to 59,
2011,9,2011-09-23 04:00:00+00:00,16-17,HARBORD ST and MAJOR ST,43.662445,-79.40479,Non-Fatal Injury,Driver,35 to 39,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Passenger,15 to 19,Minor
2011,8,2011-08-07 04:00:00+00:00,01-02,BLACK CREEK DR and PHOTOGRAPHY DR W,43.687845,-79.48269,Non-Fatal Injury,Vehicle Owner,unknown,
2011,10,2011-10-24 04:00:00+00:00,18-19,EDITH DR and ORCHARD VIEW BLVD,43.707245,-79.40329,Non-Fatal Injury,Driver,45 to 49,
2012,1,2012-01-26 05:00:00+00:00,09-10,DIXON RD and ISLINGTON AVE,43.697045,-79.54669,Fatal,Passenger,65 to 69,Fatal
2011,10,2011-10-24 04:00:00+00:00,18-19,EDITH DR and ORCHARD VIEW BLVD,43.707245,-79.40329,Non-Fatal Injury,Pedestrian,90 to 94,Major
2011,8,2011-08-31 04:00:00+00:00,09-10,DUNDAS ST W and KEELE ST,43.665345,-79.46459,Non-Fatal Injury,Cyclist,70 to 74,Major
2011,12,2011-12-15 05:00:00+00:00,15-16,FAIRVIEW MALL DR and GODSTONE RD,43.779645,-79.34569,Non-Fatal Injury,Pedestrian,75 to 79,Major
2011,9,2011-09-23 04:00:00+00:00,16-17,HARBORD ST and MAJOR ST,43.662445,-79.40479,Non-Fatal Injury,Cyclist,25 to 29,Major
2011,7,2011-07-16 04:00:00+00:00,08-09,SHEPPARD Aven E and MORNINGSIDE Aven,43.802245,-79.19829,Non-Fatal Injury,Driver,35 to 39,Minor
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Vehicle Owner,unknown,
2011,11,2011-11-12 05:00:00+00:00,13-14,WESTON Road and CORDELLA Aven,43.683545,-79.48129,Non-Fatal Injury,Driver,55 to 59,Major
2011,8,2011-08-07 04:00:00+00:00,01-02,BLACK CREEK DR and PHOTOGRAPHY DR W,43.687845,-79.48269,Non-Fatal Injury,Driver,45 to 49,Minimal
2011,10,2011-10-26 04:00:00+00:00,09-10,SNOWCREST AVE and WYVERN RD,43.791845,-79.38609,Non-Fatal Injury,Driver,30 to 34,
2011,12,2011-12-15 05:00:00+00:00,15-16,FAIRVIEW MALL DR and GODSTONE RD,43.779645,-79.34569,Non-Fatal Injury,Vehicle Owner,unknown,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Driver,20 to 24,Minimal
2011,8,2011-08-31 04:00:00+00:00,18-19,SIMCOE ST and WELLINGTON ST W,43.646045,-79.38559,Non-Fatal Injury,Vehicle Owner,unknown,
2011,7,2011-07-16 04:00:00+00:00,08-09,SHEPPARD Aven E and MORNINGSIDE Aven,43.802245,-79.19829,Non-Fatal Injury,Driver,65 to 69,
2011,9,2011-09-23 04:00:00+00:00,19-20,MARTIN GROVE Road and DIXON Road,43.691545,-79.57079,Fatal,Passenger,0 to 4,
2011,11,2011-11-13 05:00:00+00:00,18-19,JANE ST and WILLIAM CRAGG DR,43.721945,-79.50889,Non-Fatal Injury,Driver,45 to 49,
2011,8,2011-08-07 04:00:00+00:00,11-12,DIXON RD and GOLFWOOD HTS Heig,43.698545,-79.53989,Fatal,Motorcycle Driver,30 to 34,Fatal
2012,1,2012-01-26 05:00:00+00:00,09-10,DIXON RD and ISLINGTON AVE,43.697045,-79.54669,Fatal,Driver,70 to 74,Minor
2011,10,2011-10-26 04:00:00+00:00,09-10,SNOWCREST AVE and WYVERN RD,43.791845,-79.38609,Non-Fatal Injury,Pedestrian,40 to 44,Major
2011,12,2011-12-15 05:00:00+00:00,15-16,FAIRVIEW MALL DR and GODSTONE RD,43.779645,-79.34569,Non-Fatal Injury,Truck Driver,60 to 64,
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Pedestrian,20 to 24,Major
2011,8,2011-08-31 04:00:00+00:00,18-19,SIMCOE ST and WELLINGTON ST W,43.646045,-79.38559,Non-Fatal Injury,Driver,40 to 44,
2012,1,2012-01-26 05:00:00+00:00,09-10,DIXON RD and ISLINGTON AVE,43.697045,-79.54669,Fatal,Driver,65 to 69,Minor
2011,7,2011-07-16 04:00:00+00:00,08-09,SHEPPARD Aven E and MORNINGSIDE Aven,43.802245,-79.19829,Non-Fatal Injury,Driver,45 to 49,Major
2011,12,2011-12-20 05:00:00+00:00,14-15,QUEEN St W and CAMERON St,43.648445,-79.39779,Non-Fatal Injury,Driver,20 to 24,
2011,9,2011-09-23 04:00:00+00:00,19-20,MARTIN GROVE Road and DIXON Road,43.691545,-79.57079,Fatal,Passenger,25 to 29,
2011,8,2011-08-31 04:00:00+00:00,18-19,SIMCOE ST and WELLINGTON ST W,43.646045,-79.38559,Non-Fatal Injury,Pedestrian,25 to 29,Major
2011,11,2011-11-13 05:00:00+00:00,18-19,JANE ST and WILLIAM CRAGG DR,43.721945,-79.50889,Non-Fatal Injury,Pedestrian,45 to 49,Major
2012,2,2012-02-16 05:00:00+00:00,19-20,STEELES AVE E and YONGE ST,43.797945,-79.42009,Non-Fatal Injury,Pedestrian,20 to 24,Major
2011,10,2011-10-26 04:00:00+00:00,19-20,BATHURST ST and VAUGHAN RD,43.681645,-79.41769,Non-Fatal Injury,Driver,65 to 69,
2012,1,2012-01-26 05:00:00+00:00,14-15,DANFORTH AVE and ROYAL DR,43.675944,-79.359889,Non-Fatal Injury,Vehicle Owner,unknown,
2011,8,2011-08-07 04:00:00+00:00,11-12,DIXON RD and GOLFWOOD HTS Heig,43.698545,-79.53989,Fatal,Driver,75 to 79,Minimal
2011,7,2011-07-16 04:00:00+00:00,08-09,SHEPPARD Aven E and MORNINGSIDE Aven,43.802245,-79.19829,Non-Fatal Injury,Passenger,5 to 9,Minimal
2011,12,2011-12-20 05:00:00+00:00,14-15,QUEEN St W and CAMERON St,43.648445,-79.39779,Non-Fatal Injury,Cyclist,35 to 39,Major
2011,9,2011-09-23 04:00:00+00:00,19-20,MARTIN GROVE Road and DIXON Road,43.691545,-79.57079,Fatal,Driver,30 to 34,
2011,9,2011-09-01 04:00:00+00:00,15-16,MIDLAND AVE and BAYLAWN DR,43.800545,-79.28489,Fatal,Vehicle Owner,unknown,
2011,11,2011-11-14 05:00:00+00:00,17-18,MILNER Aven and MORNINGSIDE Aven,43.800244,-79.199089,Non-Fatal Injury,Driver,80 to 84,
2011,10,2011-10-26 04:00:00+00:00,19-20,BATHURST ST and VAUGHAN RD,43.681645,-79.41769,Non-Fatal Injury,Pedestrian,75 to 79,Major
2012,1,2012-01-26 05:00:00+00:00,14-15,DANFORTH AVE and ROYAL DR,43.675944,-79.359889,Non-Fatal Injury,Driver,50 to 54,
2011,8,2011-08-07 04:00:00+00:00,11-12,DIXON RD and GOLFWOOD HTS Heig,43.698545,-79.53989,Fatal,Other Property Owner,unknown,
2011,9,2011-09-23 04:00:00+00:00,19-20,MARTIN GROVE Road and DIXON Road,43.691545,-79.57079,Fatal,Pedestrian,75 to 79,Fatal
2011,11,2011-11-14 05:00:00+00:00,17-18,MILNER Aven and MORNINGSIDE Aven,43.800244,-79.199089,Non-Fatal Injury,Passenger,80 to 84,Major
2011,7,2011-07-16 04:00:00+00:00,08-09,SHEPPARD Aven E and MORNINGSIDE Aven,43.802245,-79.19829,Non-Fatal Injury,Driver,40 to 44,Minimal
2011,12,2011-12-21 05:00:00+00:00,07-08,JANE ST and DRIFTWOOD AVE,43.765898,-79.519672,Fatal,Pedestrian,25 to 29,Fatal
2012,2,2012-02-18 05:00:00+00:00,05-06,ISLINGTON AVE and SANDHILL DR,43.735045,-79.56439,Non-Fatal Injury,Driver,25 to 29,
2011,10,2011-10-26 04:00:00+00:00,19-20,QUEENS PARK and QUEENS PARK CRES W,43.666745,-79.39329,Non-Fatal Injury,Passenger,unknown,
2011,9,2011-09-01 04:00:00+00:00,15-16,MIDLAND AVE and BAYLAWN DR,43.800545,-79.28489,Fatal,Driver,35 to 39,Fatal
2011,8,2011-08-08 04:00:00+00:00,14-15,BIRCHMOUNT RD and BONIS AVE,43.783545,-79.29929,Non-Fatal Injury,Driver,50 to 54,
2012,1,2012-01-26 05:00:00+00:00,14-15,DANFORTH AVE and ROYAL DR,43.675944,-79.359889,Non-Fatal Injury,Cyclist,20 to 24,Major
2011,9,2011-09-24 04:00:00+00:00,15-16,BIRMINGHAM Stre and ETTA WYLIE Road,43.602445,-79.51009,Non-Fatal Injury,Driver,60 to 64,
2011,11,2011-11-14 05:00:00+00:00,17-18,MILNER Aven and MORNINGSIDE Aven,43.800244,-79.199089,Non-Fatal Injury,Driver,50 to 54,
2011,7,2011-07-16 04:00:00+00:00,12-13,LAWRENCE AVE W and ROYAL YORK RD,43.696145,-79.53269,Fatal,Passenger,70 to 74,Fatal
2011,12,2011-12-21 05:00:00+00:00,07-08,JANE ST and DRIFTWOOD AVE,43.765898,-79.519672,Fatal,Vehicle Owner,unknown,
2012,2,2012-02-18 05:00:00+00:00,05-06,ISLINGTON AVE and SANDHILL DR,43.735045,-79.56439,Non-Fatal Injury,Driver,25 to 29,Major
2011,9,2011-09-01 04:00:00+00:00,20-21,HOLLISTER RD and INVERDON RD,43.664845,-79.57319,Non-Fatal Injury,Driver,55 to 59,
2011,10,2011-10-26 04:00:00+00:00,19-20,QUEENS PARK and QUEENS PARK CRES W,43.666745,-79.39329,Non-Fatal Injury,Vehicle Owner,unknown,
2011,8,2011-08-08 04:00:00+00:00,14-15,BIRCHMOUNT RD and BONIS AVE,43.783545,-79.29929,Non-Fatal Injury,Cyclist,60 to 64,Major
2011,7,2011-07-16 04:00:00+00:00,12-13,LAWRENCE AVE W and ROYAL YORK RD,43.696145,-79.53269,Fatal,Driver,70 to 74,Major
2011,12,2011-12-21 05:00:00+00:00,07-08,JANE ST and DRIFTWOOD AVE,43.765898,-79.519672,Fatal,Driver,40 to 44,
2011,9,2011-09-24 04:00:00+00:00,15-16,BIRMINGHAM Stre and ETTA WYLIE Road,43.602445,-79.51009,Non-Fatal Injury,Cyclist,50 to 54,Major
2011,11,2011-11-15 05:00:00+00:00,10-11,DUNDAS ST W and GRACE ST,43.650745,-79.41389,Non-Fatal Injury,Driver,75 to 79,
2011,9,2011-09-01 04:00:00+00:00,20-21,HOLLISTER RD and INVERDON RD,43.664845,-79.57319,Non-Fatal Injury,Pedestrian,15 to 19,Major
2011,9,2011-09-01 04:00:00+00:00,20-21,HOLLISTER RD and INVERDON RD,43.664845,-79.57319,Non-Fatal Injury,Pedestrian,20 to 24,Minor
2012,2,2012-02-20 05:00:00+00:00,15-16,BROADVIEW AVE and BAIN AVE,43.670445,-79.35389,Non-Fatal Injury,Vehicle Owner,unknown,
2011,8,2011-08-09 04:00:00+00:00,18-19,QUEEN ST E and DALHOUSIE ST,43.653345,-79.37519,Non-Fatal Injury,Vehicle Owner,unknown,
2012,1,2012-01-26 05:00:00+00:00,19-20,LAWRENCE AVE E and CARNFORTH RD,43.741645,-79.31239,Non-Fatal Injury,Driver,50 to 54,
2011,7,2011-07-16 04:00:00+00:00,12-13,LAWRENCE AVE W and ROYAL YORK RD,43.696145,-79.53269,Fatal,Other Property Owner,unknown,
2011,12,2011-12-21 05:00:00+00:00,17-18,CHICOUTIMI AVE and LAWRENCE AVE W,43.720345,-79.42439,Non-Fatal Injury,Driver,70 to 74,
2011,9,2011-09-25 04:00:00+00:00,01-02,1279 BLOOR St W,43.658445,-79.44219,Non-Fatal Injury,Vehicle Owner,unknown,
2011,11,2011-11-15 05:00:00+00:00,10-11,DUNDAS ST W and GRACE ST,43.650745,-79.41389,Non-Fatal Injury,Pedestrian,85 to 89,Major
2011,9,2011-09-25 04:00:00+00:00,01-02,1279 BLOOR St W,43.658445,-79.44219,Non-Fatal Injury,Driver,70 to 74,
2011,10,2011-10-26 04:00:00+00:00,19-20,QUEENS PARK and QUEENS PARK CRES W,43.666745,-79.39329,Non-Fatal Injury,Driver,20 to 24,
2012,2,2012-02-20 05:00:00+00:00,15-16,BROADVIEW AVE and BAIN AVE,43.670445,-79.35389,Non-Fatal Injury,Driver,70 to 74,
2012,1,2012-01-26 05:00:00+00:00,19-20,LAWRENCE AVE E and CARNFORTH RD,43.741645,-79.31239,Non-Fatal Injury,Pedestrian,45 to 49,Major
2011,7,2011-07-17 04:00:00+00:00,06-07,BREMNER Boul and VAN DE WATER Cres,43.640345,-79.38899,Non-Fatal Injury,Motorcycle Driver,30 to 34,Major
